be_zip_647,0.6
be_zip_650,0.64
be_zip_651,0.55
be_zip_653,0.73
be_zip_654,0.79
be_zip_656,0.59
be_zip_659,0.51
be_zip_660,1.13
be_zip_663,0.91
be_zip_664,0.76
be_zip_666,0.79
be_zip_667,0.69
be_zip_668,0.79
be_zip_669,0.76
be_zip_670,1.07
be_zip_671,1.14
be_zip_672,0.85
be_zip_673,0.74
be_zip_674,0.91
be_zip_675,0.65
be_zip_676,0.72
be_zip_678,0.94
be_zip_679,1.04
be_zip_680,1.02
be_zip_681,0.98
be_zip_682,0.78
be_zip_683,0.78
be_zip_684,0.78
be_zip_685,0.84
be_zip_686,0.68
be_zip_687,0.63
be_zip_688,0.62
be_zip_689,0.84
be_zip_690,0.83
be_zip_692,0.77
be_zip_694,0.95
be_zip_695,0.7
be_zip_696,0.71
be_zip_697,0.86
be_zip_698,0.71
be_zip_699,0.72
be_zip_700,0.86
be_zip_701,0.51
be_zip_702,0.73
be_zip_703,0.66
be_zip_704,0.75
be_zip_705,0.97
be_zip_706,0.87
be_zip_707,0.78
be_zip_708,0.62
be_zip_709,0.92
be_zip_710,0.71
be_zip_711,0.58
be_zip_712,0.58
be_zip_713,0.59
be_zip_714,0.58
be_zip_716,0.73
be_zip_717,0.69
be_zip_718,0.88
be_zip_719,0.82
be_zip_730,0.53
be_zip_732,0.63
be_zip_733,0.75
be_zip_734,0.48
be_zip_735,0.59
be_zip_737,0.51
be_zip_738,0.51
be_zip_739,0.52
be_zip_750,0.86
be_zip_752,0.76
be_zip_753,0.52
be_zip_754,0.83
be_zip_760,0.53
be_zip_761,0.77
be_zip_762,0.86
be_zip_764,0.68
be_zip_770,0.76
be_zip_771,0.8
be_zip_773,0.79
be_zip_774,0.79
be_zip_775,0.88
be_zip_776,0.9
be_zip_778,0.64
be_zip_780,0.98
be_zip_781,0.71
be_zip_782,0.74
be_zip_783,0.97
be_zip_785,1.02
be_zip_786,0.72
be_zip_787,0.54
be_zip_788,0.64
be_zip_789,0.93
be_zip_790,0.69
be_zip_791,0.78
be_zip_794,0.63
be_zip_795,0.56
be_zip_797,0.54
be_zip_800,1.33
be_zip_802,1.08
be_zip_820,1.35
be_zip_821,1.19
be_zip_830,3.25
be_zip_831,1.07
be_zip_834,1.21
be_zip_837,1.52
be_zip_838,1.54
be_zip_840,1.41
be_zip_842,1.55
be_zip_843,1.51
be_zip_845,1.18
be_zip_846,1.11
be_zip_847,0.98
be_zip_848,1.0
be_zip_849,1.19
be_zip_850,1.12
be_zip_851,0.92
be_zip_852,0.8
be_zip_853,0.98
be_zip_854,1.06
be_zip_855,1.11
be_zip_856,0.84
be_zip_857,1.27
be_zip_858,0.85
be_zip_860,0.92
be_zip_861,1.04
be_zip_862,2.01
be_zip_863,1.21
be_zip_864,0.66
be_zip_865,0.98
be_zip_866,1.61
be_zip_867,1.84
be_zip_868,1.09
be_zip_869,0.85
be_zip_870,1.04
be_zip_871,1.02
be_zip_872,1.22
be_zip_873,1.01
be_zip_874,1.02
be_zip_875,0.99
be_zip_876,0.85
be_zip_877,1.04
be_zip_878,0.89
be_zip_879,1.29
be_zip_880,0.99
be_zip_881,0.81
be_zip_882,0.97
be_zip_883,1.03
be_zip_884,0.92
be_zip_885,1.02
be_zip_886,0.8
be_zip_887,0.85
be_zip_888,0.81
be_zip_889,0.79
be_zip_890,1.15
be_zip_892,0.96
be_zip_893,0.7
be_zip_894,0.76
be_zip_895,0.68
be_zip_897,0.87
be_zip_898,1.01
be_zip_900,1.53
be_zip_903,1.18
be_zip_904,1.25
be_zip_905,1.41
be_zip_906,1.11
be_zip_907,1.39
be_zip_908,1.23
be_zip_909,1.16
be_zip_910,1.0
be_zip_911,1.03
be_zip_912,1.23
be_zip_913,1.02
be_zip_914,1.07
be_zip_915,1.03
be_zip_916,1.13
be_zip_917,1.03
be_zip_918,1.18
be_zip_919,1.07
be_zip_920,1.12
be_zip_922,0.98
be_zip_923,1.07
be_zip_924,0.92
be_zip_925,1.16
be_zip_926,0.96
be_zip_927,1.19
be_zip_928,0.99
be_zip_929,1.27
be_zip_930,1.01
be_zip_931,0.97
be_zip_932,0.9
be_zip_934,1.08
be_zip_940,0.99
be_zip_942,0.97
be_zip_945,0.95
be_zip_947,0.93
be_zip_950,0.93
be_zip_952,1.01
be_zip_955,0.93
be_zip_957,0.82
be_zip_960,0.92
be_zip_962,0.97
be_zip_963,0.95
be_zip_966,0.82
be_zip_968,0.79
be_zip_969,0.82
be_zip_970,1.1
be_zip_975,0.99
be_zip_977,1.06
be_zip_979,0.95
be_zip_980,1.25
be_zip_981,1.2
be_zip_982,1.3
be_zip_983,1.29
be_zip_984,1.4
be_zip_985,1.2
be_zip_986,1.06
be_zip_987,1.0
be_zip_988,1.21
be_zip_989,1.31
be_zip_990,0.99
be_zip_991,0.9
be_zip_992,1.24
be_zip_993,1.28
be_zip_994,1.28
be_zip_995,1.15
be_zip_996,1.15
be_zip_997,1.01
be_zip_998,0.97
be_zip_999,1.11
